route_id,service_id,trip_id,trip_headsign,shape_id,direction_id
10300011,20852,15305643,PARKLANE HOTEL,10300011,0
10300012,20852,15305644,MY MALL,10300012,1
10300011,20852,15305645,PARKLANE HOTEL,10300011,0
10300012,20852,15305646,MY MALL,10300012,1
10300011,20852,15305647,PARKLANE HOTEL,10300011,0
10300012,20852,15305648,MY MALL,10300012,1
10300011,20852,15305649,PARKLANE HOTEL,10300011,0
10300012,20852,15305650,MY MALL,10300012,1
10300011,20852,15305651,PARKLANE HOTEL,10300011,0
10300012,20852,15305652,MY MALL,10300012,1
10300011,20852,15305653,PARKLANE HOTEL,10300011,0
10300012,20852,15305654,MY MALL,10300012,1
10300011,20852,15305655,PARKLANE HOTEL,10300011,0
10300012,20852,15305656,MY MALL,10300012,1
10300011,20852,15305657,PARKLANE HOTEL,10300011,0
10300012,20852,15305658,MY MALL,10300012,1
10300011,20852,15305659,PARKLANE HOTEL,10300011,0
10300012,20852,15305660,MY MALL,10300012,1
10300011,20852,15305661,PARKLANE HOTEL,10300011,0
10300012,20852,15305662,MY MALL,10300012,1
10300011,20852,15305663,PARKLANE HOTEL,10300011,0
10300012,20852,15305664,MY MALL,10300012,1
10300011,20852,15305665,PARKLANE HOTEL,10300011,0
10300012,20852,15305666,MY MALL,10300012,1
10160022,20852,15305667,KOURION BEACH,10160022,1
10160021,20852,15305668,LEONTIOU EMEL ST.,10160021,0
10160022,20852,15305669,KOURION BEACH,10160022,1
10160021,20852,15305670,LEONTIOU EMEL ST.,10160021,0
10160022,20852,15305671,KOURION BEACH,10160022,1
10160021,20852,15305672,LEONTIOU EMEL ST.,10160021,0
10160022,20852,15305673,KOURION BEACH,10160022,1
10160021,20852,15305674,LEONTIOU EMEL ST.,10160021,0
10160022,20852,15305675,KOURION BEACH,10160022,1
10210011,20852,15305676,KOLONAKIOU,10210011,0
10210012,20852,15305677,MY MALL,10210012,1
10210011,20852,15305678,KOLONAKIOU,10210011,0
10210012,20852,15305679,MY MALL,10210012,1
10210011,20852,15305680,KOLONAKIOU,10210011,0
10210012,20852,15305681,MY MALL,10210012,1
10210011,20852,15305682,KOLONAKIOU,10210011,0
10210012,20852,15305683,MY MALL,10210012,1
10210011,20852,15305684,KOLONAKIOU,10210011,0
10210012,20852,15305685,MY MALL,10210012,1
10300011,20852,15305686,PARKLANE HOTEL,10300011,0
10300012,20852,15305687,MY MALL,10300012,1
10300011,20852,15305688,PARKLANE HOTEL,10300011,0
10300012,20852,15305689,MY MALL,10300012,1
10300011,20852,15305690,PARKLANE HOTEL,10300011,0
10300012,20852,15305691,MY MALL,10300012,1
10300011,20852,15305692,PARKLANE HOTEL,10300011,0
10300012,20852,15305693,MY MALL,10300012,1
10270022,20852,15305694,ERIMI,10270022,1
10270021,20852,15305695,LEONTIOU EMEL ST.,10270021,0
10270022,20852,15305696,ERIMI,10270022,1
10270021,20852,15305697,LEONTIOU EMEL ST.,10270021,0
10270022,20852,15305698,ERIMI,10270022,1
10270021,20852,15305699,LEONTIOU EMEL ST.,10270021,0
10270022,20852,15305700,ERIMI,10270022,1
10270021,20852,15305701,LEONTIOU EMEL ST.,10270021,0
10270022,20852,15305702,ERIMI,10270022,1
10270021,20852,15305703,LEONTIOU EMEL ST.,10270021,0
15520011,20852,15305704,SAITTAS,15520011,0
15520012,20852,15305705,PRODROMOS,15520012,1
15520011,20852,15305706,SAITTAS,15520011,0
