trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
15277263,14:51:00,14:51:00,8019,9,0,0
15277263,14:52:00,14:52:00,4864,10,0,0
15277263,14:54:00,14:54:00,4739,11,0,0
15277263,15:00:00,15:00:00,3906,12,0,0
15277264,05:55:00,05:55:00,7994,0,0,0
15277264,05:58:00,05:58:00,5683,1,0,0
15277264,06:09:00,06:09:00,5602,2,0,0
15277264,06:11:00,06:11:00,5847,3,0,0
15277264,06:12:00,06:12:00,5850,4,0,0
15277264,06:14:00,06:14:00,5854,5,0,0
15277264,06:15:00,06:15:00,5858,6,0,0
15277264,06:19:00,06:19:00,5867,7,0,0
15277264,06:57:00,06:57:00,6665,8,0,0
15277264,07:00:00,07:00:00,6417,9,0,0
15277264,07:02:00,07:02:00,6427,10,0,0
15277264,07:04:00,07:04:00,6555,11,0,0
15277264,07:07:00,07:07:00,6595,12,0,0
15277264,07:09:00,07:09:00,6497,13,0,0
15277264,07:10:00,07:10:00,6104,14,0,0
15277265,07:30:00,07:30:00,6104,0,0,0
15277265,07:33:00,07:33:00,6597,1,0,0
15277265,07:38:00,07:38:00,6601,2,0,0
15277265,07:40:00,07:40:00,6556,3,0,0
15277265,07:46:00,07:46:00,6418,4,0,0
15277265,07:48:00,07:48:00,6429,5,0,0
15277265,07:51:00,07:51:00,6656,6,0,0
15277265,08:13:00,08:13:00,5901,7,0,0
15277265,08:17:00,08:17:00,5859,8,0,0
15277265,08:22:00,08:22:00,5853,9,0,0
15277265,08:24:00,08:24:00,5849,10,0,0
15277265,08:26:00,08:26:00,5848,11,0,0
15277265,08:31:00,08:31:00,5603,12,0,0
15277265,08:40:00,08:40:00,8010,13,0,0
15277265,08:45:00,08:45:00,7994,14,0,0
15277266,09:30:00,09:30:00,7994,0,0,0
15277266,09:33:00,09:33:00,5683,1,0,0
15277266,09:44:00,09:44:00,5602,2,0,0
15277266,09:46:00,09:46:00,5847,3,0,0
15277266,09:47:00,09:47:00,5850,4,0,0
15277266,09:49:00,09:49:00,5854,5,0,0
15277266,09:50:00,09:50:00,5858,6,0,0
15277266,09:54:00,09:54:00,5867,7,0,0
15277266,10:32:00,10:32:00,6665,8,0,0
15277266,10:35:00,10:35:00,6417,9,0,0
15277266,10:37:00,10:37:00,6427,10,0,0
15277266,10:39:00,10:39:00,6555,11,0,0
15277266,10:42:00,10:42:00,6595,12,0,0
15277266,10:44:00,10:44:00,6497,13,0,0
15277266,10:45:00,10:45:00,6104,14,0,0
15277267,11:00:00,11:00:00,6104,0,0,0
15277267,11:03:00,11:03:00,6597,1,0,0
15277267,11:08:00,11:08:00,6601,2,0,0
15277267,11:10:00,11:10:00,6556,3,0,0
15277267,11:16:00,11:16:00,6418,4,0,0
15277267,11:18:00,11:18:00,6429,5,0,0
15277267,11:21:00,11:21:00,6656,6,0,0
15277267,11:43:00,11:43:00,5901,7,0,0
15277267,11:47:00,11:47:00,5859,8,0,0
15277267,11:52:00,11:52:00,5853,9,0,0
15277267,11:54:00,11:54:00,5849,10,0,0
15277267,11:56:00,11:56:00,5848,11,0,0
15277267,12:01:00,12:01:00,5603,12,0,0
15277267,12:10:00,12:10:00,8010,13,0,0
15277267,12:15:00,12:15:00,7994,14,0,0
15277268,06:00:00,06:00:00,6104,0,0,0
15277268,06:03:00,06:03:00,6597,1,0,0
15277268,06:08:00,06:08:00,6601,2,0,0
15277268,06:10:00,06:10:00,6556,3,0,0
15277268,06:16:00,06:16:00,6418,4,0,0
15277268,06:18:00,06:18:00,6429,5,0,0
15277268,06:21:00,06:21:00,6656,6,0,0
15277268,06:43:00,06:43:00,5901,7,0,0
15277268,06:47:00,06:47:00,5859,8,0,0
15277268,06:52:00,06:52:00,5853,9,0,0
15277268,06:54:00,06:54:00,5849,10,0,0
15277268,06:56:00,06:56:00,5848,11,0,0
15277268,07:01:00,07:01:00,5603,12,0,0
15277268,07:10:00,07:10:00,8010,13,0,0
15277268,07:15:00,07:15:00,7994,14,0,0
15277269,07:30:00,07:30:00,7994,0,0,0
15277269,07:33:00,07:33:00,5683,1,0,0
15277269,07:44:00,07:44:00,5602,2,0,0
15277269,07:46:00,07:46:00,5847,3,0,0
15277269,07:47:00,07:47:00,5850,4,0,0
15277269,07:49:00,07:49:00,5854,5,0,0
15277269,07:50:00,07:50:00,5858,6,0,0
15277269,07:54:00,07:54:00,5867,7,0,0
15277269,08:32:00,08:32:00,6665,8,0,0
15277269,08:35:00,08:35:00,6417,9,0,0
15277269,08:37:00,08:37:00,6427,10,0,0
15277269,08:39:00,08:39:00,6555,11,0,0
15277269,08:42:00,08:42:00,6595,12,0,0
15277269,08:44:00,08:44:00,6497,13,0,0
15277269,08:45:00,08:45:00,6104,14,0,0
15277270,09:30:00,09:30:00,6104,0,0,0
15277270,09:33:00,09:33:00,6597,1,0,0
15277270,09:38:00,09:38:00,6601,2,0,0
15277270,09:40:00,09:40:00,6556,3,0,0
15277270,09:46:00,09:46:00,6418,4,0,0
15277270,09:48:00,09:48:00,6429,5,0,0
15277270,09:51:00,09:51:00,6656,6,0,0
15277270,10:13:00,10:13:00,5901,7,0,0
15277270,10:17:00,10:17:00,5859,8,0,0
15277270,10:22:00,10:22:00,5853,9,0,0
15277270,10:24:00,10:24:00,5849,10,0,0
15277270,10:26:00,10:26:00,5848,11,0,0
15277270,10:31:00,10:31:00,5603,12,0,0
15277270,10:40:00,10:40:00,8010,13,0,0
15277270,10:45:00,10:45:00,7994,14,0,0
15277271,11:00:00,11:00:00,7994,0,0,0
15277271,11:03:00,11:03:00,5683,1,0,0
15277271,11:14:00,11:14:00,5602,2,0,0
15277271,11:16:00,11:16:00,5847,3,0,0
15277271,11:17:00,11:17:00,5850,4,0,0
15277271,11:19:00,11:19:00,5854,5,0,0
15277271,11:20:00,11:20:00,5858,6,0,0
15277271,11:24:00,11:24:00,5867,7,0,0
15277271,12:02:00,12:02:00,6665,8,0,0
15277271,12:05:00,12:05:00,6417,9,0,0
15277271,12:07:00,12:07:00,6427,10,0,0
15277271,12:09:00,12:09:00,6555,11,0,0
15277271,12:12:00,12:12:00,6595,12,0,0
15277271,12:14:00,12:14:00,6497,13,0,0
15277271,12:15:00,12:15:00,6104,14,0,0
15277272,13:30:00,13:30:00,6104,0,0,0
15277272,13:33:00,13:33:00,6597,1,0,0
15277272,13:38:00,13:38:00,6601,2,0,0
15277272,13:40:00,13:40:00,6556,3,0,0
15277272,13:46:00,13:46:00,6418,4,0,0
15277272,13:48:00,13:48:00,6429,5,0,0
15277272,13:51:00,13:51:00,6656,6,0,0
15277272,14:13:00,14:13:00,5901,7,0,0
15277272,14:17:00,14:17:00,5859,8,0,0
15277272,14:22:00,14:22:00,5853,9,0,0
15277272,14:24:00,14:24:00,5849,10,0,0
15277272,14:26:00,14:26:00,5848,11,0,0
15277272,14:31:00,14:31:00,5603,12,0,0
15277272,14:40:00,14:40:00,8010,13,0,0
15277272,14:45:00,14:45:00,7994,14,0,0
15277273,15:00:00,15:00:00,7994,0,0,0
15277273,15:03:00,15:03:00,5683,1,0,0
15277273,15:14:00,15:14:00,5602,2,0,0
15277273,15:16:00,15:16:00,5847,3,0,0
15277273,15:17:00,15:17:00,5850,4,0,0
15277273,15:19:00,15:19:00,5854,5,0,0
15277273,15:20:00,15:20:00,5858,6,0,0
15277273,15:24:00,15:24:00,5867,7,0,0
15277273,16:02:00,16:02:00,6665,8,0,0
15277273,16:05:00,16:05:00,6417,9,0,0
15277273,16:07:00,16:07:00,6427,10,0,0
15277273,16:09:00,16:09:00,6555,11,0,0
15277273,16:12:00,16:12:00,6595,12,0,0
15277273,16:14:00,16:14:00,6497,13,0,0
15277273,16:15:00,16:15:00,6104,14,0,0
15277274,06:30:00,06:30:00,7994,0,0,0
15277274,06:35:00,06:35:00,5683,1,0,0
15277274,06:44:00,06:44:00,5602,2,0,0
15277274,06:48:00,06:48:00,5847,3,0,0
15277274,06:51:00,06:51:00,5850,4,0,0
15277274,06:54:00,06:54:00,5854,5,0,0
15277274,06:56:00,06:56:00,5858,6,0,0
15277274,07:00:00,07:00:00,5867,7,0,0
15277274,07:40:00,07:40:00,7060,8,0,0
15277274,07:55:00,07:55:00,7973,9,0,0
15277274,07:58:00,07:58:00,339,10,0,0
15277274,08:00:00,08:00:00,337,11,0,0
15277274,08:02:00,08:02:00,333,12,0,0
15277274,08:04:00,08:04:00,326,13,0,0
15277274,08:06:00,08:06:00,324,14,0,0
15277274,08:10:00,08:10:00,1,15,0,0
15277275,08:30:00,08:30:00,1,0,0,0
15277275,08:33:00,08:33:00,323,1,0,0
15277275,08:35:00,08:35:00,325,2,0,0
15277275,08:37:00,08:37:00,332,3,0,0
15277275,08:40:00,08:40:00,338,4,0,0
15277275,08:43:00,08:43:00,340,5,0,0
15277275,08:45:00,08:45:00,7973,6,0,0
15277275,09:00:00,09:00:00,7060,7,0,0
15277275,09:39:00,09:39:00,5901,8,0,0
15277275,09:42:00,09:42:00,5859,9,0,0
15277275,09:45:00,09:45:00,5853,10,0,0
15277275,09:48:00,09:48:00,5849,11,0,0
15277275,09:50:00,09:50:00,5848,12,0,0
15277275,09:55:00,09:55:00,5603,13,0,0
15277275,10:10:00,10:10:00,8010,14,0,0
15277275,10:15:00,10:15:00,7994,15,0,0
15277276,11:30:00,11:30:00,7994,0,0,0
15277276,11:35:00,11:35:00,5683,1,0,0
15277276,11:48:00,11:48:00,5602,2,0,0
15277276,11:52:00,11:52:00,5847,3,0,0
15277276,11:56:00,11:56:00,5850,4,0,0
15277276,11:58:00,11:58:00,5854,5,0,0
15277276,12:02:00,12:02:00,5858,6,0,0
15277276,12:05:00,12:05:00,5867,7,0,0
15277276,12:55:00,12:55:00,7973,8,0,0
15277276,13:01:00,13:01:00,339,9,0,0
15277276,13:02:00,13:02:00,337,10,0,0
15277276,13:04:00,13:04:00,333,11,0,0
15277276,13:07:00,13:07:00,326,12,0,0
15277276,13:10:00,13:10:00,324,13,0,0
15277276,13:13:00,13:13:00,1,14,0,0
15277277,14:00:00,14:00:00,1,0,0,0
15277277,14:03:00,14:03:00,323,1,0,0
15277277,14:05:00,14:05:00,325,2,0,0
15277277,14:07:00,14:07:00,332,3,0,0
15277277,14:10:00,14:10:00,338,4,0,0
15277277,14:13:00,14:13:00,340,5,0,0
15277277,14:15:00,14:15:00,7973,6,0,0
15277277,14:30:00,14:30:00,7060,7,0,0
15277277,15:09:00,15:09:00,5901,8,0,0
15277277,15:12:00,15:12:00,5859,9,0,0
15277277,15:15:00,15:15:00,5853,10,0,0
15277277,15:18:00,15:18:00,5849,11,0,0
15277277,15:20:00,15:20:00,5848,12,0,0
15277277,15:25:00,15:25:00,5603,13,0,0
15277277,15:40:00,15:40:00,8010,14,0,0
15277277,15:45:00,15:45:00,7994,15,0,0
15277278,06:30:00,06:30:00,6104,0,0,0
15277278,06:31:00,06:31:00,6102,1,0,0
15277278,06:32:00,06:32:00,6172,2,0,0
15277278,06:34:00,06:34:00,6367,3,0,0
15277278,06:36:00,06:36:00,6869,4,0,0
15277278,06:38:00,06:38:00,6284,5,0,0
15277278,06:40:00,06:40:00,6280,6,0,0
15277278,07:16:00,07:16:00,7973,7,0,0
15277278,07:24:00,07:24:00,339,8,0,0
15277278,07:25:00,07:25:00,337,9,0,0
15277278,07:29:00,07:29:00,333,10,0,0
15277278,07:33:00,07:33:00,326,11,0,0
15277278,07:36:00,07:36:00,324,12,0,0
15277278,07:40:00,07:40:00,1,13,0,0
15277279,08:00:00,08:00:00,1,0,0,0
15277279,08:02:00,08:02:00,323,1,0,0
15277279,08:04:00,08:04:00,325,2,0,0
15277279,08:07:00,08:07:00,332,3,0,0
15277279,08:10:00,08:10:00,338,4,0,0
15277279,08:13:00,08:13:00,340,5,0,0
15277279,08:15:00,08:15:00,7973,6,0,0
15277279,08:40:00,08:40:00,6279,7,0,0
15277279,08:45:00,08:45:00,6285,8,0,0
15277279,08:47:00,08:47:00,6286,9,0,0
15277279,08:49:00,08:49:00,6393,10,0,0
15277279,08:53:00,08:53:00,6372,11,0,0
15277279,08:55:00,08:55:00,6345,12,0,0
15277279,09:00:00,09:00:00,6104,13,0,0
15277280,09:30:00,09:30:00,6104,0,0,0
15277280,09:31:00,09:31:00,6102,1,0,0
15277280,09:32:00,09:32:00,6172,2,0,0
15277280,09:34:00,09:34:00,6367,3,0,0
15277280,09:36:00,09:36:00,6869,4,0,0
15277280,09:38:00,09:38:00,6284,5,0,0
15277280,09:40:00,09:40:00,6280,6,0,0
15277280,10:16:00,10:16:00,7973,7,0,0
15277280,10:24:00,10:24:00,339,8,0,0
15277280,10:25:00,10:25:00,337,9,0,0
15277280,10:29:00,10:29:00,333,10,0,0
15277280,10:33:00,10:33:00,326,11,0,0
15277280,10:36:00,10:36:00,324,12,0,0
15277280,10:45:00,10:45:00,1,13,0,0
15277281,11:30:00,11:30:00,1,0,0,0
15277281,11:32:00,11:32:00,323,1,0,0
15277281,11:34:00,11:34:00,325,2,0,0
15277281,11:37:00,11:37:00,332,3,0,0
15277281,11:40:00,11:40:00,338,4,0,0
15277281,11:43:00,11:43:00,340,5,0,0
15277281,11:45:00,11:45:00,7973,6,0,0
15277281,12:10:00,12:10:00,6279,7,0,0
15277281,12:15:00,12:15:00,6285,8,0,0
15277281,12:17:00,12:17:00,6286,9,0,0
15277281,12:19:00,12:19:00,6393,10,0,0
15277281,12:23:00,12:23:00,6372,11,0,0
15277281,12:25:00,12:25:00,6345,12,0,0
15277281,12:30:00,12:30:00,6104,13,0,0
15277282,13:00:00,13:00:00,6104,0,0,0
15277282,13:04:00,13:04:00,6102,1,0,0
15277282,13:08:00,13:08:00,6172,2,0,0
15277282,13:12:00,13:12:00,6367,3,0,0
15277282,13:15:00,13:15:00,6869,4,0,0
15277282,13:18:00,13:18:00,6284,5,0,0
15277282,13:20:00,13:20:00,6280,6,0,0
15277282,13:34:00,13:34:00,7060,7,0,0
15277282,13:53:00,13:53:00,7973,8,0,0
15277282,14:00:00,14:00:00,339,9,0,0
15277282,14:03:00,14:03:00,337,10,0,0
15277282,14:05:00,14:05:00,333,11,0,0
15277282,14:08:00,14:08:00,326,12,0,0
15277282,14:12:00,14:12:00,324,13,0,0
15277282,14:15:00,14:15:00,1,14,0,0
15277283,15:00:00,15:00:00,1,0,0,0
15277283,15:02:00,15:02:00,323,1,0,0
15277283,15:04:00,15:04:00,325,2,0,0
15277283,15:06:00,15:06:00,332,3,0,0
15277283,15:09:00,15:09:00,338,4,0,0
15277283,15:11:00,15:11:00,340,5,0,0
15277283,15:15:00,15:15:00,7973,6,0,0
15277283,15:29:00,15:29:00,7060,7,0,0
15277283,15:43:00,15:43:00,6279,8,0,0
15277283,15:46:00,15:46:00,6285,9,0,0
15277283,15:48:00,15:48:00,6286,10,0,0
15277283,15:50:00,15:50:00,6393,11,0,0
15277283,15:55:00,15:55:00,6372,12,0,0
15277283,15:57:00,15:57:00,6345,13,0,0
15277283,16:00:00,16:00:00,6104,14,0,0
15277284,07:00:00,07:00:00,7994,0,0,0
15277284,07:02:00,07:02:00,5683,1,0,0
15277284,07:11:00,07:11:00,5602,2,0,0
15277284,07:13:00,07:13:00,5847,3,0,0
15277284,07:14:00,07:14:00,5850,4,0,0
15277284,07:15:00,07:15:00,5854,5,0,0
15277284,07:16:00,07:16:00,5858,6,0,0
15277284,07:19:00,07:19:00,5867,7,0,0
15277284,08:41:00,08:41:00,7973,8,0,0
15277284,08:45:00,08:45:00,339,9,0,0
15277284,08:46:00,08:46:00,337,10,0,0
15277284,08:47:00,08:47:00,333,11,0,0
15277284,08:48:00,08:48:00,326,12,0,0
15277284,08:49:00,08:49:00,324,13,0,0
15277284,08:50:00,08:50:00,1,14,0,0
15277285,09:30:00,09:30:00,1,0,0,0
15277285,09:32:00,09:32:00,323,1,0,0
15277285,09:33:00,09:33:00,325,2,0,0
15277285,09:35:00,09:35:00,332,3,0,0
15277285,09:37:00,09:37:00,338,4,0,0
15277285,09:40:00,09:40:00,340,5,0,0
15277285,09:45:00,09:45:00,7973,6,0,0
15277285,10:59:00,10:59:00,5901,7,0,0
15277285,11:01:00,11:01:00,5859,8,0,0
15277285,11:03:00,11:03:00,5853,9,0,0
15277285,11:04:00,11:04:00,5849,10,0,0
15277285,11:05:00,11:05:00,5848,11,0,0
15277285,11:07:00,11:07:00,5603,12,0,0
15277285,11:16:00,11:16:00,8010,13,0,0
15277285,11:21:00,11:21:00,7994,14,0,0
15277286,12:30:00,12:30:00,7994,0,0,0
15277286,12:35:00,12:35:00,5683,1,0,0
15277286,12:48:00,12:48:00,5602,2,0,0
15277286,12:52:00,12:52:00,5847,3,0,0
15277286,12:56:00,12:56:00,5850,4,0,0
15277286,12:58:00,12:58:00,5854,5,0,0
15277286,13:02:00,13:02:00,5858,6,0,0
15277286,13:05:00,13:05:00,5867,7,0,0
15277286,13:55:00,13:55:00,7973,8,0,0
15277286,14:01:00,14:01:00,339,9,0,0
15277286,14:02:00,14:02:00,337,10,0,0
15277286,14:04:00,14:04:00,333,11,0,0
15277286,14:07:00,14:07:00,326,12,0,0
15277286,14:10:00,14:10:00,324,13,0,0
15277286,14:13:00,14:13:00,1,14,0,0
15277287,15:00:00,15:00:00,1,0,0,0
15277287,15:02:00,15:02:00,323,1,0,0
15277287,15:03:00,15:03:00,325,2,0,0
15277287,15:05:00,15:05:00,332,3,0,0
15277287,15:07:00,15:07:00,338,4,0,0
15277287,15:10:00,15:10:00,340,5,0,0
15277287,15:15:00,15:15:00,7973,6,0,0
15277287,16:29:00,16:29:00,5901,7,0,0
15277287,16:31:00,16:31:00,5859,8,0,0
15277287,16:33:00,16:33:00,5853,9,0,0
15277287,16:34:00,16:34:00,5849,10,0,0
15277287,16:35:00,16:35:00,5848,11,0,0
15277287,16:37:00,16:37:00,5603,12,0,0
15277287,16:46:00,16:46:00,8010,13,0,0
15277287,16:51:00,16:51:00,7994,14,0,0
15277288,18:00:00,18:00:00,7994,0,0,0
15277288,18:05:00,18:05:00,5683,1,0,0
15277288,18:18:00,18:18:00,5602,2,0,0
15277288,18:22:00,18:22:00,5847,3,0,0
15277288,18:26:00,18:26:00,5850,4,0,0
15277288,18:28:00,18:28:00,5854,5,0,0
15277288,18:32:00,18:32:00,5858,6,0,0
15277288,18:35:00,18:35:00,5867,7,0,0
15277288,19:25:00,19:25:00,7973,8,0,0
15277288,19:31:00,19:31:00,339,9,0,0
15277288,19:32:00,19:32:00,337,10,0,0
15277288,19:34:00,19:34:00,333,11,0,0
15277288,19:37:00,19:37:00,326,12,0,0
15277288,19:40:00,19:40:00,324,13,0,0
15277288,19:43:00,19:43:00,1,14,0,0
15277289,20:00:00,20:00:00,1,0,0,0
15277289,20:02:00,20:02:00,323,1,0,0
15277289,20:03:00,20:03:00,325,2,0,0
15277289,20:05:00,20:05:00,332,3,0,0
15277289,20:07:00,20:07:00,338,4,0,0
15277289,20:10:00,20:10:00,340,5,0,0
15277289,20:15:00,20:15:00,7973,6,0,0
15277289,21:29:00,21:29:00,5901,7,0,0
15277289,21:31:00,21:31:00,5859,8,0,0
15277289,21:33:00,21:33:00,5853,9,0,0
15277289,21:34:00,21:34:00,5849,10,0,0
15277289,21:35:00,21:35:00,5848,11,0,0
15277289,21:37:00,21:37:00,5603,12,0,0
15277289,21:46:00,21:46:00,8010,13,0,0
15277289,21:51:00,21:51:00,7994,14,0,0
15277290,07:00:00,07:00:00,3906,0,0,0
15277290,07:08:00,07:08:00,3913,1,0,0
15277290,07:13:00,07:13:00,3916,2,0,0
15277290,07:15:00,07:15:00,3919,3,0,0
15277290,07:19:00,07:19:00,3922,4,0,0
15277290,07:28:00,07:28:00,3928,5,0,0
15277290,07:44:00,07:44:00,3944,6,0,0
15277290,08:02:00,08:02:00,7194,7,0,0
15277290,08:35:00,08:35:00,7973,8,0,0
15277290,08:40:00,08:40:00,339,9,0,0
15277290,08:41:00,08:41:00,337,10,0,0
15277290,08:44:00,08:44:00,333,11,0,0
15277290,08:46:00,08:46:00,326,12,0,0
15277290,08:48:00,08:48:00,324,13,0,0
15277290,08:50:00,08:50:00,1,14,0,0
15277291,09:00:00,09:00:00,1,0,0,0
15277291,09:03:00,09:03:00,323,1,0,0
15277291,09:05:00,09:05:00,325,2,0,0
15277291,09:10:00,09:10:00,332,3,0,0
15277291,09:14:00,09:14:00,338,4,0,0
15277291,09:16:00,09:16:00,340,5,0,0
15277291,09:19:00,09:19:00,7973,6,0,0
15277291,09:48:00,09:48:00,7194,7,0,0
15277291,10:05:00,10:05:00,3949,8,0,0
15277291,10:21:00,10:21:00,3963,9,0,0
15277291,10:26:00,10:26:00,3968,10,0,0
15277291,10:29:00,10:29:00,3971,11,0,0
15277291,10:33:00,10:33:00,3974,12,0,0
15277291,10:35:00,10:35:00,3975,13,0,0
15277291,10:45:00,10:45:00,3906,14,0,0
15277292,11:30:00,11:30:00,3906,0,0,0
15277292,11:38:00,11:38:00,3913,1,0,0
15277292,11:43:00,11:43:00,3916,2,0,0
15277292,11:45:00,11:45:00,3919,3,0,0
15277292,11:49:00,11:49:00,3922,4,0,0
15277292,11:58:00,11:58:00,3928,5,0,0
15277292,12:14:00,12:14:00,3944,6,0,0
15277292,12:32:00,12:32:00,7194,7,0,0
15277292,13:05:00,13:05:00,7973,8,0,0
15277292,13:10:00,13:10:00,339,9,0,0
15277292,13:11:00,13:11:00,337,10,0,0
15277292,13:14:00,13:14:00,333,11,0,0
15277292,13:16:00,13:16:00,326,12,0,0
15277292,13:18:00,13:18:00,324,13,0,0
15277292,13:20:00,13:20:00,1,14,0,0
15277293,14:30:00,14:30:00,1,0,0,0
15277293,14:34:00,14:34:00,323,1,0,0
15277293,14:40:00,14:40:00,325,2,0,0
15277293,14:42:00,14:42:00,332,3,0,0
15277293,14:45:00,14:45:00,338,4,0,0
15277293,14:47:00,14:47:00,340,5,0,0
15277293,14:50:00,14:50:00,7973,6,0,0
15277293,15:07:00,15:07:00,7060,7,0,0
15277293,15:27:00,15:27:00,7194,8,0,0
15277293,15:44:00,15:44:00,3949,9,0,0
15277293,15:58:00,15:58:00,3963,10,0,0
15277293,16:05:00,16:05:00,3968,11,0,0
15277293,16:08:00,16:08:00,3971,12,0,0
15277293,16:12:00,16:12:00,3974,13,0,0
15277293,16:16:00,16:16:00,3975,14,0,0
15277293,16:20:00,16:20:00,3906,15,0,0
15277294,07:00:00,07:00:00,1,0,0,0
15277294,07:03:00,07:03:00,323,1,0,0
15277294,07:05:00,07:05:00,325,2,0,0
15277294,07:10:00,07:10:00,332,3,0,0
15277294,07:14:00,07:14:00,338,4,0,0
15277294,07:16:00,07:16:00,340,5,0,0
15277294,07:19:00,07:19:00,7973,6,0,0
15277294,07:48:00,07:48:00,7194,7,0,0
15277294,08:05:00,08:05:00,3949,8,0,0
15277294,08:21:00,08:21:00,3963,9,0,0
15277294,08:26:00,08:26:00,3968,10,0,0
15277294,08:29:00,08:29:00,3971,11,0,0
15277294,08:33:00,08:33:00,3974,12,0,0
15277294,08:35:00,08:35:00,3975,13,0,0
15277294,08:45:00,08:45:00,3906,14,0,0
15277295,09:00:00,09:00:00,3906,0,0,0
15277295,09:08:00,09:08:00,3913,1,0,0
15277295,09:13:00,09:13:00,3916,2,0,0
15277295,09:15:00,09:15:00,3919,3,0,0
15277295,09:19:00,09:19:00,3922,4,0,0
15277295,09:28:00,09:28:00,3928,5,0,0
15277295,09:44:00,09:44:00,3944,6,0,0
15277295,10:02:00,10:02:00,7194,7,0,0
15277295,10:35:00,10:35:00,7973,8,0,0
15277295,10:40:00,10:40:00,339,9,0,0
15277295,10:41:00,10:41:00,337,10,0,0
15277295,10:44:00,10:44:00,333,11,0,0
15277295,10:46:00,10:46:00,326,12,0,0
15277295,10:48:00,10:48:00,324,13,0,0
15277295,11:00:00,11:00:00,1,14,0,0
15277296,11:00:00,11:00:00,1,0,0,0
15277296,11:03:00,11:03:00,323,1,0,0
15277296,11:05:00,11:05:00,325,2,0,0
15277296,11:10:00,11:10:00,332,3,0,0
15277296,11:14:00,11:14:00,338,4,0,0
15277296,11:16:00,11:16:00,340,5,0,0
15277296,11:19:00,11:19:00,7973,6,0,0
15277296,11:48:00,11:48:00,7194,7,0,0
15277296,12:05:00,12:05:00,3949,8,0,0
15277296,12:21:00,12:21:00,3963,9,0,0
15277296,12:26:00,12:26:00,3968,10,0,0
15277296,12:29:00,12:29:00,3971,11,0,0
15277296,12:33:00,12:33:00,3974,12,0,0
15277296,12:35:00,12:35:00,3975,13,0,0
15277296,12:45:00,12:45:00,3906,14,0,0
15277297,13:30:00,13:30:00,3906,0,0,0
15277297,13:40:00,13:40:00,3913,1,0,0
15277297,13:43:00,13:43:00,3916,2,0,0
15277297,13:47:00,13:47:00,3919,3,0,0
15277297,13:50:00,13:50:00,3922,4,0,0
15277297,13:56:00,13:56:00,3928,5,0,0
15277297,14:12:00,14:12:00,3944,6,0,0
15277297,14:33:00,14:33:00,7194,7,0,0
15277297,14:52:00,14:52:00,7060,8,0,0
15277297,15:16:00,15:16:00,7973,9,0,0
15277297,15:23:00,15:23:00,339,10,0,0
15277297,15:24:00,15:24:00,337,11,0,0
15277297,15:26:00,15:26:00,333,12,0,0
15277297,15:27:00,15:27:00,326,13,0,0
15277297,15:29:00,15:29:00,324,14,0,0
15277297,15:30:00,15:30:00,1,15,0,0
