shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
9990011,35.1157288546123,33.3558479446594,0
9990011,35.115701255533,33.3560343844098,1
9990011,35.115637716775,33.3561767712283,2
9990011,35.1155378513816,33.3564067923173,3
9990011,35.1155278658829,33.3567359712161,4
9990011,35.1155072125392,33.3576247813831,5
9990011,35.1155029303209,33.3590733406205,6
9990011,35.1147904824868,33.3591031368653,7
9990011,35.1138257184653,33.3590769562817,8
9990011,35.1123910897674,33.359377925052,9
9990011,35.1125951921879,33.3604871633481,10
9990011,35.1126655653519,33.3610800527539,11
9990011,35.1127259686464,33.3619911364597,12
9990011,35.1127653373451,33.3639007354856,13
9990011,35.1128276331364,33.3641753553029,14
9990011,35.1130518729647,33.3645714077968,15
9990011,35.1132768710974,33.3647150690349,16
9990011,35.1137455616302,33.3647830005214,17
9990011,35.1144135854394,33.3645335775123,18
9990011,35.1157407790525,33.3639798095135,19
9990011,35.1160838236859,33.3638496453467,20
9990011,35.1167696162067,33.3636880806457,21
9990011,35.1183585969056,33.3630366748718,22
9990011,35.1190896049758,33.3628314013195,23
9990011,35.1199015365233,33.3627033054114,24
9990011,35.1211011694744,33.3625878997734,25
9990011,35.1228232673756,33.3626504063417,26
9990011,35.124634188068,33.3631632968743,27
9990011,35.1261740337856,33.3638615890168,28
9990011,35.1270739271089,33.3644692508546,29
9990011,35.127604613179,33.3649106430302,30
9990011,35.1280365398465,33.3652089150852,31
9990011,35.1283071180004,33.365188171479,32
9990011,35.1286494026892,33.3653104337074,33
9990011,35.128729927546,33.3655193343972,34
9990011,35.129016386293,33.3662120951394,35
9990011,35.1293480924771,33.3668501840295,36
9990011,35.1295635048856,33.367180428824,37
9990011,35.1297340640145,33.3674336419778,38
9990011,35.1301468838805,33.3680830824428,39
9990011,35.1304423782337,33.368764928803,40
9990011,35.1308455044757,33.3696338604086,41
9990011,35.1308902884499,33.3697328479985,42
9990011,35.1313387949778,33.3705032089818,43
9990011,35.1318144821801,33.3712297967586,44
9990011,35.1327672599968,33.3722219958871,45
9990011,35.1328841107995,33.3723432680811,46
9990011,35.1336034497919,33.3730051327323,47
9990011,35.1348544185481,33.3737901813542,48
9990011,35.1358807018162,33.3743327353801,49
9990011,35.1367906433122,33.3745893697777,50
9990011,35.1374394632597,33.3747240659182,51
9990011,35.1386384583489,33.3748173776271,52
9990011,35.1394319919114,33.3748100377026,53
9990011,35.1400994905079,33.374736255785,54
9990011,35.1403158994527,33.3747372475732,55
9990011,35.1409114652266,33.3745972698562,56
9990011,35.1418499834695,33.3743600623508,57
9990011,35.1426893815196,33.3741004405048,58
9990011,35.1434472868946,33.3739502189634,59
9990011,35.1445568563364,33.3738016025794,60
9990011,35.1456744942145,33.3739604064745,61
9990011,35.1471348126834,33.374109804832,62
9990011,35.148902150243,33.3741178933113,63
9990011,35.150840234321,33.3743134038423,64
9990011,35.1518407168206,33.3744497330817,65
9990011,35.152966724261,33.3748172021189,66
9990011,35.1538857467866,33.3750519805628,67
9990011,35.1541559854234,33.3751410547811,68
9990011,35.1550398230985,33.3750902150392,69
9990011,35.1557805772662,33.3746544360159,70
9990011,35.1565401096789,33.3739771844426,71
9990011,35.1571547908024,33.3734859128313,72
9990011,35.1575159789929,33.3733228680342,73
9990011,35.1579672694608,33.3731821928145,74
