fare_id,route_id,origin_id,destination_id
311,20000011,,
311,20000012,,
311,20000021,,
311,20000031,,
311,20000032,,
311,20010011,,
311,20010012,,
311,20010021,,
311,20010022,,
311,20030011,,
311,20030012,,
311,20040011,,
311,20040012,,
311,20050011,,
311,20050012,,
311,20050022,,
311,20060011,,
311,20060012,,
311,20070011,,
311,20070012,,
311,20070021,,
311,20070022,,
311,20070041,,
311,20070042,,
311,20080011,,
311,20080012,,
311,20080021,,
311,20080031,,
311,20090011,,
311,20090012,,
311,20090022,,
311,20090032,,
311,20100011,,
311,20100012,,
311,20100021,,
311,20110011,,
311,20110012,,
311,20120011,,
311,20120012,,
311,20120021,,
311,20120022,,
311,20120032,,
311,20120041,,
311,20120042,,
311,20150011,,
311,20150012,,
311,20150021,,
311,20150022,,
311,20150031,,
311,20150032,,
311,20160011,,
311,20160012,,
311,20170011,,
311,20170021,,
311,20180011,,
311,20180012,,
311,20190011,,
311,20190012,,
311,20190022,,
311,20210011,,
311,20210012,,
311,20220011,,
311,20230011,,
311,20230012,,
311,20240011,,
311,20240012,,
311,20250011,,
311,20250012,,
331,20260011,,
331,20260012,,
331,20260021,,
331,20260022,,
331,20270011,,
331,20270012,,
331,20280011,,
331,20280012,,
331,20290011,,
331,20290012,,
331,20300011,,
331,20300012,,
331,20300021,,
331,20300022,,
331,20310011,,
331,20310012,,
331,20320011,,
331,20320012,,
321,20330011,,
321,20330012,,
321,20340011,,
321,20340012,,
321,20350011,,
321,20350012,,
321,20360011,,
321,20360012,,
321,20360021,,
321,20360022,,
321,20360031,,
321,20360032,,
321,20370011,,
321,20370012,,
321,20370021,,
321,20370022,,
321,20370031,,
321,20370032,,
321,20380011,,
321,20380012,,
321,20380031,,
321,20380032,,
321,20380041,,
321,20380042,,
321,20390011,,
321,20390012,,
321,20390021,,
321,20390022,,
321,20390031,,
321,20390032,,
321,20400011,,
321,20400012,,
321,20400021,,
321,20400022,,
321,20410011,,
321,20410012,,
321,20410021,,
321,20410022,,
321,20410031,,
321,20410032,,
311,20420011,,
311,20420012,,
311,20430011,,
311,20430012,,
311,20440011,,
311,20440012,,
311,20450011,,
311,20450012,,
311,20460011,,
311,20460012,,
311,20470011,,
311,20470012,,
311,20480011,,
311,20480012,,
311,20490011,,
311,20490012,,
311,20500011,,
311,20510011,,
311,20510012,,
