stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
1167,2066,Chalkanoros,Chalkanoro,35.0189912575109,33.4181261285799,1167
1168,2067,Chalkanoros,Chalkanoro,35.0190665634492,33.4172057754721,1168
1169,2068,Chalkanoros,Chalkanoro,35.0175379263044,33.4106543264016,1169
1170,2069,Chalkanoros,Chalkanoro,35.0176106570254,33.4104793146889,1170
1173,2072,Elem. School B Nisou,Elem. Scho,35.0154718494152,33.4001875145213,1173
1174,2073,Elem. School B Nisou,Elem. Scho,35.0156064567151,33.400385462773,1174
3747,2033,Ave. Lemesou - Kimonos,AvLe-Ki,35.0074573839602,33.394076856097,3747
3748,2034,Ave. Lemesou - Larnakos,AvLe-La,35.0070701416525,33.3939215651883,3748
3749,2035,Ave. Lemesou - Archiepiskopou Makariou C,Le-ArMaC,35.0142741467419,33.3941862764731,3749
3750,2036,Chrysosotiros Church - Eirinis Avenue,ChCh-EiAv,35.0134185083495,33.3938752796235,3750
3755,2070,Pera Chorio Nisou High School 2,PeChNiHiSc,35.0166249380843,33.4059585282416,3755
3756,2071,Pera Chorio Nisou High School 1,PeChNiHiSc,35.0166615566538,33.4057942967163,3756
3757,2074,Archiep. Makariou C - Elpidos,ArMaC-El,35.0146379295066,33.3960074762863,3757
3758,2075,Archiep. Makariou C - Diogenous,ArMaC-Di,35.0146924617907,33.3958762122617,3758
3778,2156,Theodorou Mavrosavva - Athinas,ThMa-At,34.9977909293382,33.4630020808207,3778
3779,2157,Apodimon Square,ApodiSquar,34.9980436602673,33.46293775441,3779
3781,2178,Dali Health Centre,DalHeaCen,35.013499485427,33.4259677456953,3781
4358,2064,Ancient Idalion Museum,AncIdaMus,35.0195157290161,33.4229078846814,4358
4370,2154,Agios Epifanios Church 1,AgiEpiChu,34.9956162505659,33.4657512477914,4370
4574,4060,Lympia Community Board,LymComBoa,34.9966601512541,33.461582112207,4574
4575,4064,Lefkosias Ave. - Ammochostou,LeAv-Am,34.9445314986735,33.4589790843308,4575
4578,4067,Chalkanoros - Post Office,Ch-PoOf,35.0185230194237,33.4153067484123,4578
4604,20426,Psevdas Community Stadium 1,PseComSta,34.9458293396287,33.4662580258443,4604
4605,20427,Psevdas Community Stadium 2,PseComSta,34.9457110646022,33.4665311400586,4605
4606,20429,Lefkosias Ave. - Grigori Afxentiou 2,LeAv-GrAf,34.9450166553311,33.4618291160686,4606
4607,20430,Lefkosias Ave. - Artemidos 1,LeAv-Ar,34.9442979033074,33.4539511961818,4607
4608,20431,Lefkosias Ave. - Artemidos 2,LeAv-Ar,34.9442074444228,33.4540273557346,4608
4609,20434,Panagias Eleousas Ave. 2,PanEleAve,34.9429470367767,33.4770284261473,4609
4610,20435,Panagias Eleousas Ave. 1,PanEleAve,34.9429551077317,33.477269394427,4610
4611,20437,Agia Anna Community Board,AgAnCoBo,34.9416356139,33.4803060723858,4611
4612,20439,Larnakos Ave. - Apostolou Varnava 1,LaAv-ApVa,34.950567505999,33.430986535298,4612
4613,20447,Pyrga - Kornos Road 1,Py-KoRo,34.9263494056292,33.4119950744031,4613
4614,20449,Pyrga Larnaka Elementary School 1,PyLaElSc,34.9261371166759,33.4264792411635,4614
4615,20450,Pyrga - Kornos Road 2,Py-KoRo,34.9261495389305,33.4124320265053,4615
4616,20451,Pyrga Larnaka Elementary School 2,PyLaElSc,34.9258539637628,33.4275069569018,4616
4617,20452,Agia Marina Church  1,AgiMarChu,34.9257935457927,33.4318423379023,4617
4618,20453,Agia Marina Church  2,AgiMarChu,34.9256584030923,33.4318087837333,4618
4619,20454,1 Maiou - 8th Kornos 1,1Ma-8tKo,34.9254797780472,33.4024106217101,4619
4620,20456,Larnakos - 1st Pyrga Larnakas,La-1sPyLa,34.9251608306553,33.4373023926364,4620
4621,20457,Larnakos - 1st Pyrga Larnakas 2,La-1sPyLa,34.9249019317723,33.4340602329599,4621
4622,20458,1 Maiou - 8th Kornos 2,1Ma-8tKo,34.9249036475465,33.4021121962797,4622
4623,20459,Larnakos - 1st Pyrga Larnakas 1,La-1sPyLa,34.924882527727,33.4344433317717,4623
4624,20460,Anexartisias - 2nd Kornos 1,An-2nKo,34.9219761871672,33.3928576083791,4624
4625,20461,Anexartisias - 2nd Kornos 2,An-2nKo,34.9221194378084,33.3931757903918,4625
4626,20462,Grigori Afxentiou - 3rd Kornos 2,GrAf-3rKo,34.92152110222,33.3969281597105,4626
4627,20463,Grigori Afxentiou - 3rd Kornos 1,GrAf-3rKo,34.9214041628399,33.3968400114065,4627
4628,20464,Anexartisias - 1st Kornos 1,An-1sKo,34.9211833745982,33.3898321465568,4628
4629,20465,Anexartisias - 1st Kornos 2,An-1sKo,34.9214156462124,33.3905120308809,4629
4630,20466,1 Maiou - 7th Kornos,1Ma-7tKo,34.9202222738603,33.4025053848575,4630
4631,20469,Grigori Afxentiou - 4th Kornos 2,GrAf-4tKo,34.919502523821,33.3992722398998,4631
4632,20471,Grigori Afxentiou - 4th Kornos 1,GrAf-4tKo,34.9194127460206,33.3991513783105,4632
4633,20473,Grigori Afxentiou - 5th Kornos 1,GrAf-5tKo,34.917866422213,33.400468561833,4633
4634,20474,Grigori Afxentiou - 5th Kornos 2,GrAf-5tKo,34.9177844721924,33.4007090125974,4634
4635,20475,Timios Prodromos Church 2,TimProChu,34.9174912160963,33.4021307797713,4635
4636,20476,Timios Prodromos Church 1,TimProChu,34.9172570187688,33.4020530042982,4636
4637,20477,Delikipos,Delikipos,34.9163610077665,33.3629879817278,4637
4638,20480,Agia Marina Church 1,AgiMarChu,34.9535406274641,33.4240473150296,4638
4640,20482,Archiep. Makariou C´ - Omirou 1,ArMaC-Om,34.952848630825,33.4207799589202,4640
4642,20484,Platini Museum,PlatiMuseu,34.9519806844773,33.4266020977779,4642
4643,20487,Mosfiloti Elementary School,MosEleSch,34.9515405905541,33.4235222641825,4643
4644,20488,Psevdas Square,PsevdSquar,34.9507724467441,33.4634932464299,4644
4645,20490,Larnakos Ave. - Apostolou Varnava 2,LaAv-ApVa,34.9506151159789,33.4302749030429,4645
4646,20491,1 Apriliou - Georgiou Griva Digeni,1Ap-GeGDi,34.9505191953158,33.4267916625431,4646
4647,20492,1 Apriliou - Papamiichail Konstantinou 2,1Ap-PaKo,34.9505424713557,33.4278650805581,4647
4648,20494,Mosfiloti Cemetery 1,MosfiCemet,34.9488024424401,33.4328610039483,4648
4649,20495,Mosfiloti Cemetery 2,MosfiCemet,34.9485134998246,33.4329690026304,4649
4650,20497,Agios Ioannis Church 2,AgiIoaChu,34.9476012238599,33.4627306891634,4650
