fare_id,route_id,origin_id,destination_id
111,100011,,
111,110011,,
111,110012,,
111,120011,,
111,120012,,
111,130011,,
111,130012,,
111,130021,,
111,130022,,
111,140011,,
111,140012,,
111,150011,,
111,150012,,
111,160011,,
111,160012,,
111,170021,,
111,170022,,
111,190011,,
111,190012,,
111,220021,,
111,230031,,
111,240011,,
111,240012,,
111,250011,,
111,250012,,
111,250021,,
111,250022,,
111,260011,,
111,260012,,
111,270011,,
111,270012,,
111,280011,,
111,280012,,
111,280021,,
111,290011,,
111,290012,,
111,290021,,
111,290022,,
111,310031,,
111,320011,,
111,320012,,
111,330011,,
111,330012,,
111,360011,,
111,360012,,
111,360021,,
111,360022,,
111,380011,,
111,380012,,
111,380021,,
111,380022,,
111,390011,,
111,390012,,
111,410011,,
111,410012,,
111,410021,,
111,410022,,
111,420011,,
111,420012,,
111,420021,,
111,420022,,
111,430011,,
111,430012,,
111,440011,,
111,440012,,
111,440021,,
111,440022,,
111,440031,,
111,440032,,
111,460011,,
111,460012,,
111,470011,,
111,470012,,
111,480011,,
111,480012,,
131,500011,,
131,500012,,
131,510011,,
131,510012,,
131,520011,,
131,520012,,
131,520021,,
131,520022,,
131,530011,,
131,530012,,
131,540011,,
131,540012,,
131,540021,,
131,540022,,
131,560011,,
131,560012,,
131,560021,,
131,560022,,
131,570011,,
131,570012,,
131,590011,,
131,590012,,
131,600011,,
131,600012,,
131,610011,,
131,610012,,
131,620011,,
131,620012,,
131,620021,,
131,620022,,
131,630011,,
131,630012,,
131,630021,,
131,630022,,
131,630031,,
131,630032,,
131,640011,,
131,640012,,
131,640021,,
131,640022,,
131,640031,,
131,640032,,
131,650011,,
131,650012,,
131,660011,,
131,660012,,
131,670011,,
131,670012,,
131,680011,,
131,680012,,
131,680021,,
131,680022,,
131,690011,,
131,690012,,
131,690021,,
131,690022,,
131,700011,,
131,700012,,
131,710011,,
131,710012,,
131,720011,,
131,720012,,
131,730011,,
131,730012,,
131,740011,,
131,740012,,
131,750011,,
131,750012,,
131,760011,,
131,760012,,
131,770011,,
131,770012,,
131,780011,,
131,780012,,
131,800011,,
131,800012,,
131,810011,,
131,810012,,
131,810021,,
131,810022,,
131,820011,,
131,820012,,
131,830011,,
131,830012,,
131,840011,,
131,840012,,
131,840021,,
131,840022,,
131,850011,,
131,850012,,
131,860011,,
131,860012,,
131,870011,,
131,870012,,
111,1010011,,
111,1010012,,
131,1560011,,
131,1560012,,
131,1680011,,
131,1680012,,
131,2230011,,
131,2230012,,
121,4000011,,
121,4000012,,
121,4000021,,
121,4000022,,
121,4050011,,
121,4050012,,
121,4050041,,
121,4050042,,
121,4070011,,
121,4070012,,
121,4080021,,
121,4080022,,
111,5010011,,
111,5010012,,
111,5020011,,
111,5020012,,
111,5020021,,
111,5020022,,
121,5030011,,
121,5030012,,
111,5040011,,
111,5040012,,
111,5040021,,
111,5040022,,
111,5050011,,
111,5050012,,
111,5050021,,
111,5050022,,
121,7000011,,
121,7000012,,
121,7010011,,
121,7010012,,
111,7020011,,
111,7020012,,
113,8010011,,
113,8010012,,
113,8020011,,
113,8020012,,
113,8030011,,
113,8030012,,
113,8040011,,
113,8040012,,
111,8050011,,
111,8050012,,
111,9010021,,
