fare_id,route_id,origin_id,destination_id
411,30000011,,
411,30000012,,
411,30000021,,
411,30000022,,
411,30010011,,
411,30020011,,
411,30020012,,
411,30030011,,
411,30030012,,
411,30040011,,
411,30040012,,
411,30050011,,
411,30050012,,
411,30050021,,
411,30050022,,
411,30070011,,
411,30070012,,
411,30080011,,
411,30080012,,
411,30090011,,
411,30090012,,
411,30090021,,
411,30100011,,
411,30100012,,
411,30100021,,
411,30100022,,
411,30110011,,
411,30110012,,
411,30120011,,
411,30120012,,
411,30130011,,
411,30130012,,
411,30140011,,
411,30140012,,
411,30150011,,
411,30150012,,
411,30160011,,
411,30160012,,
421,30170011,,
421,30170012,,
421,30180011,,
421,30180012,,
421,30190011,,
421,30190012,,
421,30200011,,
421,30200012,,
421,30210011,,
421,30210012,,
421,30220011,,
421,30220012,,
421,30220021,,
421,30220022,,
421,30220031,,
421,30230011,,
421,30230012,,
421,30230021,,
421,30240011,,
421,30240012,,
421,30250011,,
421,30250012,,
421,30250021,,
421,30250022,,
421,30260011,,
421,30260012,,
421,30270011,,
421,30270012,,
421,30270021,,
421,30270022,,
421,30270031,,
421,30270032,,
421,30270042,,
421,30280011,,
421,30280012,,
421,30280021,,
421,30280022,,
421,30280032,,
421,30290011,,
421,30300011,,
421,30300012,,
421,30310011,,
421,30310012,,
421,30320011,,
421,30320012,,
421,30330011,,
421,30330012,,
421,30340011,,
421,30340012,,
421,30350011,,
421,30350012,,
421,30350021,,
421,30350022,,
421,30350031,,
421,30350032,,
421,30360011,,
421,30360012,,
421,30370011,,
421,30370012,,
421,30380011,,
421,30380012,,
421,30390011,,
421,30390012,,
421,30400011,,
421,30400012,,
421,30410011,,
421,30410012,,
