fare_id,route_id,origin_id,destination_id
511,40000011,,
511,40010011,,
511,40020011,,
511,40030011,,
511,40040011,,
511,40050011,,
521,40060011,,
521,40060012,,
521,40070011,,
521,40070012,,
521,40080011,,
521,40080012,,
521,40090011,,
521,40090012,,
521,40100011,,
521,40100012,,
521,40110011,,
521,40110012,,
521,40120011,,
521,40120012,,
521,40130011,,
521,40130012,,
521,40140011,,
521,40140012,,
521,40150011,,
521,40150012,,
521,40160011,,
521,40160012,,
521,40170011,,
521,40170012,,
511,40180011,,
511,40180012,,
511,40190011,,
511,40200011,,
511,40200012,,
511,40210011,,
511,40210012,,
511,40220011,,
511,40230011,,
511,40230012,,
511,40240011,,
511,40240012,,
511,40250011,,
511,40250012,,
511,40260011,,
511,40260012,,
511,40270011,,
511,40280011,,
511,40290011,,
511,40290012,,
521,40300012,,
521,40310011,,
521,40320011,,
